date,service,kitchen,Management,dishwasher,Total
22/11/2021,1.203,1.071,0,421,2.694
23/11/2021,1.025,975,197,487,2.684
24/11/2021,923,1.203,0,449,2.575
25/11/2021,1.540,1.011,0,501,3.052
26/11/2021,1.212,1.142,0,303,2.795
27/11/2021,1.471,1.502,206,405,3.711
28/11/2021,1.017,873,0,414,2.304
29/11/2021,831,721,0,375,1.927
30/11/2021,864,663,0,385,1.912
01/12/2021,955,820,196,354,2.325
02/12/2021,879,637,0,403,1.918
03/12/2021,1.058,766,28,356,2.208
04/12/2021,946,950,0,444,2.340
05/12/2021,998,897,0,407,2.301
06/12/2021,815,671,0,341,1.827
07/12/2021,813,709,0,373,1.895
08/12/2021,876,867,0,415,2.159
09/12/2021,1.138,621,0,433,2.192
10/12/2021,1.038,641,0,334,2.013
11/12/2021,1.340,974,0,420,2.735
12/12/2021,1.053,885,0,416,2.355
13/12/2021,807,652,0,327,1.786
14/12/2021,973,673,0,362,2.008
15/12/2021,983,648,57,384,2.071
16/12/2021,1.056,612,0,299,1.967
17/12/2021,955,728,0,336,2.020
18/12/2021,1.478,1.008,0,406,2.892
19/12/2021,609,100,0,238,947
20/12/2021,0,305,0,0,305
21/12/2021,0,0,0,0,0
22/12/2021,0,0,0,0,0
23/12/2021,0,0,0,0,0
24/12/2021,0,0,0,0,0
25/12/2021,0,0,0,0,0
26/12/2021,0,0,0,0,0
27/12/2021,0,0,0,0,0
28/12/2021,0,0,0,0,0
29/12/2021,0,0,0,0,0
30/12/2021,0,0,0,0,0
31/12/2021,0,0,0,0,0
01/01/2022,0,0,0,0,0
02/01/2022,0,0,0,0,0
03/01/2022,0,0,193,0,193
04/01/2022,0,0,0,0,0
05/01/2022,0,0,145,0,145
06/01/2022,0,0,36,0,36
07/01/2022,0,0,85,0,85
08/01/2022,0,0,0,0,0
09/01/2022,0,0,0,0,0
10/01/2022,162,0,0,0,162
11/01/2022,0,0,111,0,364
12/01/2022,0,0,0,0,0
13/01/2022,0,0,24,0,24
14/01/2022,0,214,0,171,385
15/01/2022,0,0,0,0,0
16/01/2022,0,0,0,0,0
17/01/2022,0,0,0,0,0
18/01/2022,0,0,0,0,0
19/01/2022,0,0,0,0,0
20/01/2022,91,0,0,0,91
21/01/2022,0,0,0,0,0
22/01/2022,0,0,0,0,0
23/01/2022,0,0,0,0,0
24/01/2022,0,248,0,0,248
25/01/2022,186,620,0,69,940
26/01/2022,2,1.098,0,579,3.677
27/01/2022,1.997,1.08,0,558,3.635
28/01/2022,1.639,1.101,0,599,3.340
29/01/2022,2.067,1.216,0,661,3.944
30/01/2022,1.910,1.129,0,558,3.597
31/01/2022,1.137,821,0,409,2.367
01/02/2022,954,1.054,217,413,2.638
02/02/2022,1.450,871,0,575,2.896
03/02/2022,1.436,777,0,616,2.829
04/02/2022,1.507,1.027,12,555,3.101
05/02/2022,2.138,1.301,0,527,3.967
06/02/2022,1.357,1.063,0,572,2.991
07/02/2022,1.395,1.090,220,400,3.105
08/02/2022,1.129,1.246,195,431,3.001
09/02/2022,1.469,1.135,0,421,3.025
10/02/2022,1.602,1.110,0,611,3.323
11/02/2022,1.548,1.428,231,574,3.780
12/02/2022,2.020,1.401,0,516,3.937
13/02/2022,1.654,1.143,0,581,3.377
14/02/2022,1.704,1.244,0,512,3.460
15/02/2022,1.219,1.090,288,386,3.154
16/02/2022,1.154,1.243,186,505,3.087
17/02/2022,1.393,1.023,0,597,3.013
18/02/2022,1.275,1.181,0,549,3.005
19/02/2022,1.935,1.646,0,553,4.135
20/02/2022,1.396,1.294,0,587,3.276
21/02/2022,1.144,1.034,0,382,2.560
22/02/2022,1.348,998,191,420,2.957
23/02/2022,1.265,1.251,0,601,3.117
24/02/2022,1.468,1.136,0,678,3.282
25/02/2022,1.845,1.306,24,584,3.760
26/02/2022,2.063,1.694,0,673,4.431
27/02/2022,1.617,1.575,0,601,3.793
28/02/2022,1.477,1.173,0,409,3.059
01/03/2022,1.292,1.388,222,429,3.331
02/03/2022,1.466,1.385,117,353,3.321
03/03/2022,1.438,1.165,88,591,3.282
04/03/2022,2.056,1.531,0,555,4.141
05/03/2022,2.271,1.929,0,540,4.740
06/03/2022,1.668,1.682,0,625,3.975
07/03/2022,1.360,1.277,11,521,3.169
08/03/2022,1.323,1.282,0,515,3.120
09/03/2022,1.663,1.399,102,529,3.694
10/03/2022,1.416,1.265,0,555,3.237
11/03/2022,1.568,1.443,215,502,3.728
12/03/2022,2.007,1.828,0,524,4.359
13/03/2022,1.645,1.450,0,627,3.722
14/03/2022,1.588,1.409,0,389,3.385
15/03/2022,1.429,1.348,0,593,3.370
16/03/2022,1.216,1.292,943,546,3.997
17/03/2022,1.484,1.241,0,496,3.221
18/03/2022,1.873,1.498,46,465,3.882
19/03/2022,1.900,1.712,0,559,4.171
20/03/2022,1.721,1.502,0,491,3.714
21/03/2022,1.659,1.248,61,492,3.460
22/03/2022,1.335,1.343,361,510,3.550
23/03/2022,2.029,1.472,0,460,3.961
24/03/2022,1.730,1.522,73,457,3.783
25/03/2022,2.009,1.625,0,511,4.145
26/03/2022,2.177,1.763,0,662,4.602
27/03/2022,2.076,1.630,88,666,4.459
28/03/2022,2.038,1.505,0,414,3.958
29/03/2022,1.622,1.367,0,553,3.542
30/03/2022,1.604,1.335,0,481,3.420
31/03/2022,1.848,1.320,0,618,3.786
01/04/2022,1.748,1.343,28,621,3.740
02/04/2022,1.804,1.695,0,701,4.201
03/04/2022,1.857,1.313,0,588,3.759
04/04/2022,1.670,1.391,11,356,3.428
05/04/2022,1.579,1.489,0,532,3.601
06/04/2022,1.442,1.325,0,483,3.250
07/04/2022,1.422,1.603,0,452,3.478
08/04/2022,1.851,1.743,0,451,4.046
09/04/2022,1.901,2.021,0,668,4.590
10/04/2022,1.451,1.521,58,688,3.719
11/04/2022,1.716,1.321,0,488,3.525
12/04/2022,1.734,1.413,0,519,3.666
13/04/2022,1.704,1.437,0,486,3.627
14/04/2022,1.845,1.591,0,552,3.988
15/04/2022,2.244,1.714,0,622,4.580
16/04/2022,1.569,1.935,0,552,4.055
17/04/2022,2.746,2.321,65,1.037,6.169
18/04/2022,3.031,2.277,0,894,6.202
19/04/2022,1.454,1.594,0,527,3.575
20/04/2022,1.675,1.470,30,488,3.664
21/04/2022,1.625,1.588,46,482,3.740
22/04/2022,1.809,1.877,0,480,4.166
23/04/2022,1.687,1.906,0,547,4.139
24/04/2022,1.446,1.812,0,519,3.777
25/04/2022,1.464,1.382,0,494,3.341
26/04/2022,1.405,1.344,0,603,3.352
27/04/2022,2.115,2.271,0,511,4.897
28/04/2022,996,1.250,0,449,2.695
29/04/2022,1.381,1.616,0,464,3.461
30/04/2022,1.588,1.857,0,632,4.078
01/05/2022,1.407,1.589,0,698,3.694
02/05/2022,1.231,1.296,67,277,2.872
03/05/2022,1.114,1.416,0,414,2.943
04/05/2022,1.456,1.613,36,385,3.490
05/05/2022,1.516,1.428,0,340,3.283
06/05/2022,1.203,1.609,0,339,3.151
07/05/2022,1.174,2.048,0,525,3.747
08/05/2022,1.216,1.416,0,583,3.215
09/05/2022,1.595,1.580,0,382,3.556
10/05/2022,1.392,1.338,0,413,3.144
11/05/2022,842,1.199,0,378,2.419
12/05/2022,1.423,1.532,0,340,3.295
13/05/2022,1.398,1.375,0,339,3.113
14/05/2022,1.361,1.862,0,413,3.636
15/05/2022,1.294,1.680,0,477,3.450
16/05/2022,1.308,1.455,73,383,3.220
17/05/2022,1.676,1.520,0,323,3.519
18/05/2022,1.508,1.527,0,230,3.265
19/05/2022,1.382,1.481,0,286,3.149
20/05/2022,1.416,1.536,0,341,3.293
21/05/2022,1.884,1.758,0,417,4.059
22/05/2022,1.241,1.471,0,662,3.374
23/05/2022,1.579,1.453,0,369,3.401
24/05/2022,1.338,1.477,31,574,3.420
25/05/2022,1.293,1.760,0,528,3.581
26/05/2022,2.224,2.645,0,709,5.578
27/05/2022,1.978,1.764,0,591,4.333
28/05/2022,1.741,1.671,0,574,3.986
29/05/2022,1.083,1.453,0,543,3.080
30/05/2022,1.252,1.715,0,403,3.370
31/05/2022,1.345,1.462,0,540,3.347
01/06/2022,1.555,1.727,0,358,3.640
02/06/2022,1.846,1.526,0,347,3.719
03/06/2022,1.444,1.803,0,366,3.613
04/06/2022,1.486,1.730,0,701,3.917
05/06/2022,2.890,2.121,0,882,5.894
06/06/2022,2.881,2.487,0,659,6.027
07/06/2022,1.813,1.635,0,441,3.889
08/06/2022,1.489,1.773,0,374,3.636
09/06/2022,1.537,1.704,0,349,3.590
10/06/2022,1.985,1.642,0,340,3.967
11/06/2022,1.776,1.939,0,569,4.284
12/06/2022,1.496,1.560,24,583,3.663
13/06/2022,1.713,1.489,0,440,3.642
14/06/2022,1.826,1.540,0,435,3.801
15/06/2022,1.992,1.727,0,374,4.093
16/06/2022,1.967,1.736,0,342,4.045
17/06/2022,1.894,1.502,0,340,3.736
18/06/2022,1.728,1.589,55,582,3.954
19/06/2022,1.462,1.577,0,575,3.614
20/06/2022,1.697,1.457,0,435,3.590
21/06/2022,1.625,1.385,0,411,3.421
22/06/2022,1.798,1.515,0,359,3.673
23/06/2022,1.817,1.651,0,366,3.833
24/06/2022,1.494,1.597,0,481,3.572
25/06/2022,1.505,1.762,0,572,3.839
26/06/2022,1.543,1.516,88,732,3.879
27/06/2022,1.750,1.530,0,406,3.686
28/06/2022,1.508,1.419,0,423,3.350
29/06/2022,1.119,1.537,28,503,3.187
30/06/2022,1.366,1.775,0,397,3.537
01/07/2022,2.025,1.708,0,402,4.136
02/07/2022,1.796,1.846,0,540,4.181
03/07/2022,1.776,2.061,0,521,4.359
04/07/2022,1.690,1.499,0,421,3.610
05/07/2022,1.872,1.681,119,454,4.127
06/07/2022,2.053,1.573,179,472,4.276
07/07/2022,1.640,1.717,119,497,3.972
08/07/2022,2.179,1.657,104,495,4.435
09/07/2022,2.228,1.964,0,536,4.728
10/07/2022,1.817,1.609,0,527,3.953
11/07/2022,2.128,1.566,0,414,4.108
12/07/2022,2.163,1.719,0,569,4.451
13/07/2022,1.860,1.642,0,470,3.972
14/07/2022,1.880,1.837,0,476,4.192
15/07/2022,2.316,1.678,0,502,4.497
16/07/2022,2.701,1.779,0,601,5.082
17/07/2022,2.222,1.823,0,455,4.500
18/07/2022,1.852,1.637,0,401,3.889
19/07/2022,2.161,1.712,0,572,4.445
20/07/2022,1.951,1.667,25,481,4.125
21/07/2022,1.678,1.885,0,484,4.047
22/07/2022,2.055,1.874,0,472,4.401
23/07/2022,2.071,1.998,0,599,4.668
24/07/2022,2.082,1.742,68,534,4.426
25/07/2022,2.136,1.762,0,560,4.459
26/07/2022,1.741,1.735,24,651,4.151
27/07/2022,1.584,1.763,0,486,3.833
28/07/2022,1.715,1.837,24,484,4.060
29/07/2022,2.249,1.962,0,605,4.816
30/07/2022,2.291,2.140,0,537,4.968
31/07/2022,1.863,1.794,0,664,4.321
01/08/2022,2.379,1.490,0,424,4.293
02/08/2022,2.251,1.672,0,653,4.575
03/08/2022,2.042,1.878,0,588,4.508
04/08/2022,2.294,1.887,0,600,4.781
05/08/2022,2.266,1.720,0,539,4.524
06/08/2022,1.795,1.784,0,722,4.302
07/08/2022,1.774,1.691,0,567,4.032
08/08/2022,1.737,1.593,73,299,3.702
09/08/2022,1.647,1.924,0,520,4.092
10/08/2022,1.788,1.964,0,496,4.248
11/08/2022,2.041,1.878,0,635,4.554
12/08/2022,2.103,1.580,68,664,4.415
13/08/2022,1.513,1.565,0,438,3.516
14/08/2022,1.070,1.638,0,694,3.402
15/08/2022,1.405,1.678,0,431,3.514
16/08/2022,2.061,1.945,0,534,4.540
17/08/2022,1.786,1.69,0,469,3.945
18/08/2022,2.092,1.626,62,607,4.388
19/08/2022,2.033,1.899,31,623,4.586
20/08/2022,1.707,2.134,0,471,4.312
21/08/2022,1.613,1.536,0,405,3.555
22/08/2022,1.838,1.746,109,445,4.138
23/08/2022,1.775,1.838,0,543,4.155
24/08/2022,1.338,1.562,0,453,3.353
25/08/2022,1.147,1.731,0,479,3.357
26/08/2022,1.672,2.089,45,495,4.300
27/08/2022,1.635,2.045,0,522,4.203
28/08/2022,1.450,1.657,0,602,3.710
29/08/2022,1.294,1.700,0,425,3.419
30/08/2022,1.782,1.816,0,558,4.156
31/08/2022,1.768,1.790,16,446,4.021
01/09/2022,1.820,1.735,57,632,4.244
02/09/2022,1.825,1.753,0,479,4.058
03/09/2022,1.278,1.898,0,427,3.602
04/09/2022,1.408,1.576,0,587,3.571
05/09/2022,1.603,1.608,149,460,3.820
06/09/2022,1.983,1.707,67,575,4.332
07/09/2022,1.526,1.720,0,480,3.726
08/09/2022,1.983,1.628,0,347,3.958
09/09/2022,1.953,1.775,0,479,4.207
10/09/2022,2.122,1.944,0,413,4.479
11/09/2022,2.033,1.971,0,205,4.210
12/09/2022,2.574,1.942,179,439,5.134
13/09/2022,1.971,1.759,0,487,4.216
14/09/2022,2.511,1.476,144,500,4.631
15/09/2022,1.744,1.836,36,357,3.973
16/09/2022,2.511,2.133,0,626,5.270
17/09/2022,1.990,1.913,0,231,4.134
18/09/2022,1.860,1.662,0,598,4.120
19/09/2022,2.261,1.329,0,421,4.011
20/09/2022,2.122,1.466,0,605,4.193
21/09/2022,1.652,1.585,0,494,3.731
22/09/2022,1.686,1.568,0,614,3.868
23/09/2022,1.921,1.768,0,294,3.982
24/09/2022,2.256,1.564,0,527,4.347
25/09/2022,1.745,1.552,0,547,3.845
26/09/2022,1.837,1.498,0,514,3.850
27/09/2022,1.671,1.312,0,662,3.645
28/09/2022,2.173,1.343,0,511,4.026
29/09/2022,1.943,1.449,0,635,4.028
30/09/2022,1.995,1.730,89,636,4.451
01/10/2022,2.096,1.710,0,667,4.473
02/10/2022,1.743,1.485,166,586,3.980
03/10/2022,1.739,1.185,0,542,3.466
04/10/2022,2.155,1.371,0,672,4.198
05/10/2022,2.041,1.590,62,549,4.241
06/10/2022,2.233,1.758,50,613,4.654
07/10/2022,2.388,1.807,0,617,4.812
08/10/2022,2.372,1.785,0,605,4.762
09/10/2022,1.498,1.471,0,566,3.535
10/10/2022,1.578,1.678,0,535,3.790
11/10/2022,1.736,1.583,0,565,3.883
12/10/2022,1.806,1.550,58,471,3.884
13/10/2022,1.742,1.685,31,354,3.812
14/10/2022,1.847,1.714,0,353,3.914
15/10/2022,1.527,1.845,0,466,3.838
16/10/2022,1.719,1.568,0,761,4.048
17/10/2022,1.640,1.649,0,442,3.731
18/10/2022,1.643,1.688,132,448,3.911
19/10/2022,2.053,1.385,31,428,3.898
20/10/2022,1.674,1.994,0,217,3.885
21/10/2022,2.089,1.948,45,368,4.450
22/10/2022,1.661,1.800,0,435,3.896
23/10/2022,1.235,1.453,0,513,3.201
24/10/2022,1.470,1.462,0,425,3.357
25/10/2022,1.829,1.536,0,541,3.905
26/10/2022,2.059,1.600,13,455,4.126
27/10/2022,1.732,1.495,30,478,3.735
28/10/2022,2.573,1.532,0,490,4.596
29/10/2022,1.466,1.940,0,428,3.835
30/10/2022,1.866,1.646,0,426,3.938
31/10/2022,1.560,1.633,0,502,3.695
01/11/2022,1.899,1.657,0,768,4.324
02/11/2022,1.778,1.587,0,615,3.980
03/11/2022,2.139,1.533,0,603,4.275
04/11/2022,1.911,1.705,0,605,4.221
05/11/2022,1.962,1.924,0,630,4.517
06/11/2022,1.582,1.811,0,570,3.963
07/11/2022,1.785,1.541,0,379,3.705
08/11/2022,1.927,1.366,160,633,4.086
09/11/2022,2.199,1.484,0,611,4.294
10/11/2022,1.811,1.396,0,631,3.838
11/11/2022,2.344,1.413,0,634,4.391
12/11/2022,2.535,2.041,0,710,5.285
13/11/2022,1.757,1.785,0,477,4.019
14/11/2022,2.080,1.760,0,494,4.333
15/11/2022,2.316,1.754,0,741,4.811
16/11/2022,2.303,1.625,339,646,4.913
17/11/2022,1.962,1.972,273,688,4.895
18/11/2022,2.847,1.839,0,625,5.311
19/11/2022,1.970,2.097,56,726,4.849
20/11/2022,1.577,1.725,0,397,3.699
21/11/2022,2.195,1.574,0,422,4.191
22/11/2022,2.135,1.813,323,654,4.926
23/11/2022,1.846,1.699,0,587,4.132
24/11/2022,2.518,1.919,0,665,5.101
25/11/2022,2.568,1.797,30,665,5.060
26/11/2022,1.524,1.887,0,577,3.988
27/11/2022,1.787,1.662,0,630,4.079
28/11/2022,1.670,1.636,0,512,3.818
29/11/2022,1.700,1.539,97,625,3.962
30/11/2022,1.975,1.702,416,465,4.558
01/12/2022,2.034,1.791,101,469,4.396
02/12/2022,2.254,1.994,0,640,4.889
03/12/2022,1.883,1.750,0,842,4.475
04/12/2022,1.328,1.815,0,658,3.801
05/12/2022,1.522,1.572,60,391,3.545
06/12/2022,1.940,1.807,0,570,4.317
07/12/2022,1.475,1.702,0,601,3.778
08/12/2022,2.120,1.507,0,634,4.261
09/12/2022,1.939,1.858,0,636,4.434
10/12/2022,1.706,1.906,0,666,4.278
11/12/2022,1.247,1.898,0,662,3.807
12/12/2022,1.625,1.542,0,393,3.560
13/12/2022,1.654,1.733,0,406,3.794
14/12/2022,1.248,1.558,561,467,3.834
15/12/2022,1.328,1.740,0,480,3.548
16/12/2022,1.749,1.653,0,520,3.922
17/12/2022,1.922,1.909,0,708,4.540
18/12/2022,998,1.807,198,513,3.515
19/12/2022,1.294,1.528,0,409,3.231
20/12/2022,1.493,1.679,416,456,4.043
21/12/2022,1.219,1.752,378,258,3.608
22/12/2022,1.586,1.579,248,344,3.757
23/12/2022,2.355,1.770,0,384,4.509
24/12/2022,895,1.187,0,416,2.498
25/12/2022,1.764,2.117,375,430,4.686
26/12/2022,2.622,2.332,0,597,5.551
27/12/2022,1.552,1.717,0,577,3.847
28/12/2022,1.407,1.802,516,468,4.193
29/12/2022,1.637,1.683,437,399,4.157
30/12/2022,1.885,1.818,30,523,4.256
31/12/2022,1.769,1.949,0,387,4.105
01/01/2023,2.389,2.124,0,447,4.961
02/01/2023,2.283,1.353,0,403,4.040
03/01/2023,1.524,1.392,289,720,3.925
04/01/2023,1.550,1.326,0,474,3.350
05/01/2023,1.434,1.508,531,371,3.844
06/01/2023,1.323,1.457,255,530,3.564
07/01/2023,2.587,1.691,0,506,4.784
08/01/2023,899,1.876,177,545,3.497
09/01/2023,1.509,1.487,190,499,3.684
10/01/2023,1.136,1.464,225,829,3.653
11/01/2023,1.437,1.829,363,596,4.225
12/01/2023,1.160,1.598,581,582,3.920
13/01/2023,1.766,1.572,150,636,4.124
14/01/2023,1.988,2.008,31,756,4.784
15/01/2023,955,1.733,0,433,3.121
16/01/2023,1.188,1.328,0,473,2.989
17/01/2023,1.330,1.629,0,716,3.675
18/01/2023,950,1.278,0,589,2.817
19/01/2023,1.285,1.414,0,577,3.276
20/01/2023,1.449,1.335,260,648,3.692
21/01/2023,1.790,2.037,0,864,4.691
22/01/2023,1.816,1.636,260,596,4.308
23/01/2023,1.091,1.554,0,655,3.299
24/01/2023,1.157,1.128,0,791,3.075
25/01/2023,688,1.264,543,752,3.247
26/01/2023,1.106,1.488,422,656,3.673
27/01/2023,1.070,1.455,312,771,3.609
28/01/2023,1.529,2.115,0,677,4.321
29/01/2023,1.048,1.820,254,520,3.642
30/01/2023,1.221,1.517,0,669,3.407
31/01/2023,1.120,1.315,0,834,3.269
01/02/2023,1.493,1.482,0,641,3.616
02/02/2023,903,1.462,248,763,3.376
03/02/2023,1.408,1.859,296,807,4.370
04/02/2023,1.284,1.785,242,587,3.898
05/02/2023,1.511,1.715,206,544,3.975
06/02/2023,1.288,1.499,259,715,3.761
07/02/2023,1.365,1.369,73,845,3.651
08/02/2023,1.056,1.214,501,642,3.413
09/02/2023,941,1.312,504,661,3.419
10/02/2023,1.261,1.583,0,702,3.960
11/02/2023,1.749,1.685,0,626,4.060
12/02/2023,710,1.617,279,539,3.146
13/02/2023,1.536,1.261,414,706,3.918
14/02/2023,1.459,1.567,240,825,4.091
15/02/2023,1.034,1.545,540,747,3.866
16/02/2023,1.188,1.542,0,853,3.583
17/02/2023,2.104,1.623,0,662,4.389
18/02/2023,1.961,1.942,236,590,4.729
19/02/2023,1.405,1.558,200,572,3.736
20/02/2023,858,1.147,552,682,3.240
21/02/2023,1.320,1.270,382,834,3.807
22/02/2023,1.33,1.503,27,758,3.617
23/02/2023,952,2.229,236,865,4.282
24/02/2023,1.902,1.744,230,841,4.718
25/02/2023,1.773,1.957,0,647,4.376
26/02/2023,1.556,1.542,0,427,3.524
27/02/2023,1.292,1.295,492,665,3.745
28/02/2023,1.078,1.248,0,865,3.191
01/03/2023,1.301,1.618,431,800,4.151
02/03/2023,1.264,1.723,187,604,3.778
03/03/2023,1.945,1.944,219,671,4.778
04/03/2023,2.049,1.662,277,786,4.774
05/03/2023,1.605,1.385,0,523,3.514
06/03/2023,1.463,1.282,95,662,3.502
07/03/2023,1.886,1.282,0,673,3.841
08/03/2023,1.131,1.546,202,606,3.484
09/03/2023,1.796,1.653,192,582,4.223
10/03/2023,1.638,1.717,0,502,3.857
11/03/2023,1.751,2.136,441,571,4.899
12/03/2023,1.086,1.72,428,536,3.771
13/03/2023,0,0,0,0,0
14/03/2023,1.331,1.302,187,637,3.457
15/03/2023,1.647,1.492,462,460,4.219
16/03/2023,1.551,1.611,463,626,4.251
17/03/2023,1.905,1.871,208,534,4.518
18/03/2023,1.616,1.698,251,616,4.181
19/03/2023,1.387,1.202,0,428,3.017
20/03/2023,1.534,1.152,0,724,3.410
21/03/2023,882,1.424,580,776,3.662
22/03/2023,435,1.058,846,655,2.994
23/03/2023,1.547,1.374,467,637,4.025
24/03/2023,2.096,1.362,83,624,4.166
25/03/2023,1.797,1.769,480,431,4.477
26/03/2023,1.179,1.138,192,302,2.811
27/03/2023,1.662,1.158,0,714,3.534
28/03/2023,974,1.250,557,747,3.528
29/03/2023,1.213,1.319,421,662,3.615
30/03/2023,1.168,1.270,199,534,3.170
31/03/2023,1.639,1.427,71,416,3.552
01/04/2023,1.572,1.505,211,539,3.827
02/04/2023,1.662,1.585,0,467,3.715
03/04/2023,1.703,1.621,321,699,4.344
04/04/2023,1.296,1.465,534,756,4.051
05/04/2023,1.280,1.445,85,656,3.465
06/04/2023,1.628,1.573,212,732,4.145
07/04/2023,2.159,1.624,181,676,4.641
08/04/2023,2.078,1.453,273,499,4.303
09/04/2023,3.649,2.406,218,658,6.931
10/04/2023,2.725,2.097,597,1.142,6.561
11/04/2023,1.352,1.244,568,826,3.990
12/04/2023,1.276,1.325,224,764,3.588
13/04/2023,1.876,1.182,218,630,4.038
14/04/2023,2.050,1.210,0,598,3.858
15/04/2023,1.921,1.733,410,558,4.770
16/04/2023,1.639,1.213,78,738,3.668
17/04/2023,1.572,1.484,281,825,4.162
18/04/2023,1.330,1.438,620,752,4.140
19/04/2023,1.163,1.564,203,770,3.700
20/04/2023,2.262,1.182,0,866,4.310
21/04/2023,1.454,1.491,0,942,3.886
22/04/2023,1.971,1.760,482,746,4.958
23/04/2023,1.377,1.675,0,564,3.616
24/04/2023,1.674,1.973,250,939,4.837
25/04/2023,1.218,1.435,759,1.092,4.504
26/04/2023,1.522,1.541,642,801,4.506
27/04/2023,1.730,1.471,571,1.103,4.875
28/04/2023,1.629,1.122,208,658,3.617
29/04/2023,2.253,1.631,222,563,4.668
30/04/2023,1.717,1.519,0,838,4.075
01/05/2023,1.356,1.314,250,923,3.843
02/05/2023,1.300,1.615,597,830,4.342
03/05/2023,1.346,2.035,262,609,4.252
04/05/2023,1.946,1.395,218,806,4.365
05/05/2023,2.066,1.491,272,820,4.649
06/05/2023,1.787,1.637,260,802,4.486
07/05/2023,879,1.479,238,834,3.429
08/05/2023,1.394,1.466,59,816,3.736
09/05/2023,1.037,1.668,516,804,4.025
10/05/2023,1.183,1.812,516,778,4.289
11/05/2023,2.097,1.583,212,924,4.816
12/05/2023,2.324,1.501,0,884,4.475
13/05/2023,2.038,1.638,266,549,4.491
14/05/2023,1.865,1.732,0,817,4.415
15/05/2023,1.355,1.425,300,825,3.905
16/05/2023,1.057,1.533,607,825,4.021
17/05/2023,1.029,1.756,512,675,3.972
18/05/2023,3.247,2.263,0,1.353,6.863
19/05/2023,1.815,1.800,0,862,4.477
20/05/2023,2.293,1.794,284,789,5.160
21/05/2023,1.864,1.420,0,835,4.118
22/05/2023,1.028,1.194,266,849,3.338
23/05/2023,951,1.606,294,955,3.806
24/05/2023,1.44,1.993,0,927,4.360
25/05/2023,1.519,1.588,218,1.037,4.361
26/05/2023,1.553,1.909,224,1.102,4.787
27/05/2023,1.714,1.926,0,828,4.468
28/05/2023,2.305,1.882,0,1.07,5.258
29/05/2023,2.172,2.121,0,1.442,5.736
30/05/2023,692,1.528,0,845,3.064
31/05/2023,913,1.418,0,801,3.133
01/06/2023,1.882,1.818,415,979,5.094
02/06/2023,2.184,1.878,0,944,5.006
03/06/2023,2.175,2.270,272,834,5.551
04/06/2023,1.750,1.420,0,906,4.076
05/06/2023,2.369,1.262,359,903,4.892
06/06/2023,2.417,1.733,325,855,5.329
07/06/2023,1.807,1.885,411,781,4.883
08/06/2023,2.136,1.560,0,1.038,4.734
09/06/2023,2.531,2.064,0,1.102,5.697
10/06/2023,2.312,2.188,260,950,5.710
11/06/2023,1.917,1.557,0,918,4.391
12/06/2023,1.855,1.249,234,919,4.256
13/06/2023,1.582,978,367,1.075,4.001
14/06/2023,2.508,1.447,100,684,4.739
15/06/2023,2.591,1.472,333,1.034,5.430
16/06/2023,2.254,2.163,134,1.179,5.730
17/06/2023,1.980,1.839,272,797,4.889
18/06/2023,1.774,1.233,0,1.066,4.073
19/06/2023,2.022,1.436,71,910,4.440
20/06/2023,2.252,1.339,279,985,4.855
21/06/2023,1.997,1.681,266,911,4.854
22/06/2023,2.201,1.707,205,992,5.105
23/06/2023,3.004,1.714,0,1.136,5.854
24/06/2023,2.811,1.822,233,934,5.800
25/06/2023,1.828,1.158,0,866,3.852
26/06/2023,2.392,1.505,47,609,4.553
27/06/2023,1.612,1.478,36,959,4.085
28/06/2023,2.123,1.874,221,922,5.140
29/06/2023,2.622,1.522,0,1.016,5.160
30/06/2023,2.733,2.182,42,1.09,6.047
01/07/2023,2.551,1.441,203,906,5.101
02/07/2023,2.700,1.181,0,875,4.757
03/07/2023,1.951,1.646,82,707,4.386
04/07/2023,1.981,1.626,327,845,4.779
05/07/2023,1.078,1.512,547,882,4.020
06/07/2023,2.822,1.980,0,931,5.733
07/07/2023,3.146,2.023,0,1.14,6.310
08/07/2023,2.134,2.063,248,813,5.258
09/07/2023,2.133,1.627,465,822,5.046
10/07/2023,1.937,1.762,248,825,4.772
11/07/2023,2.450,2.020,325,845,5.641
12/07/2023,2.039,2.100,287,942,5.367
13/07/2023,2.289,2.159,0,1.081,5.530
14/07/2023,2.678,2.316,259,1.175,6.427
15/07/2023,2.277,1.921,504,735,5.437
16/07/2023,2.182,1.606,0,658,4.446
17/07/2023,1.986,1.830,25,865,4.705
18/07/2023,1.636,1.650,444,968,4.996
19/07/2023,2.458,1.751,1.046,930,6.186
20/07/2023,2.682,1.989,0,990,5.662
21/07/2023,3.116,1.638,266,1.062,6.083
22/07/2023,2.955,2.054,573,623,6.206
23/07/2023,2.232,1.922,140,780,5.075
24/07/2023,1.846,1.769,338,675,4.627
25/07/2023,2.058,2.190,260,810,5.319
26/07/2023,2.304,1.680,337,790,5.111
27/07/2023,2.627,1.612,0,1.008,5.248
28/07/2023,2.904,2.08,193,1.062,6.240
29/07/2023,2.418,2.15,0,781,5.349
30/07/2023,2.053,1.816,0,775,4.643
31/07/2023,2.197,1.414,0,956,4.568
01/08/2023,1.800,1.969,640,23.096,27.505
02/08/2023,2.381,2.164,284,23.888,28.717
03/08/2023,2.475,1.941,284,23.513,28.212
